ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
642,Krista,Lambert,6/7/67,Employee,213.19992,5,true,kristalambert,Fun!23
643,Nicholas,Copeland,7/1/59,Employee,563.7268,1,true,nicholascopeland,Fun!23
644,Mark,Rogers,10/26/71,Employee,322.98877,5,true,markrogers,Fun!23
645,Jessica,Ramirez,1/3/34,Employee,152.6991,2,false,jessicaramirez,Fun!23
646,Matthew,Gonzalez,6/30/56,Employee,56.68155,2,true,matthewgonzalez,Fun!23
647,Rose,Burgess,11/9/42,Employee,1437.1984,7,true,roseburgess,Fun!23
648,Holly,Schneider,8/23/49,Employee,6892.5796,2,true,hollyschneider,Fun!23
649,Joanna,Knight,2/11/27,Employee,333.6184,4,false,joannaknight,Fun!23
650,David,Cox,6/2/68,Employee,173.72238,8,false,davidcox,Fun!23
651,Elizabeth,Reyes,11/4/37,Employee,7609.8237,7,true,elizabethreyes,Fun!23
652,Melissa,Mcdonald,3/8/16,Employee,646.5049,4,false,melissamcdonald,Fun!23
653,James,Anderson,11/20/98,Employee,4334.115,2,true,jamesanderson,Fun!23
654,Loretta,Phillips,6/21/14,Employee,2165.7512,2,false,lorettaphillips,Fun!23
655,Gina,Swanson,7/6/69,Employee,505.8083,7,false,ginaswanson,Fun!23
656,Kimberly,Martinez,6/16/83,Employee,5974.245,2,false,kimberlymartinez,Fun!23
657,Stephanie,Kirby,9/4/90,Employee,4019.4316,5,true,stephaniekirby,Fun!23
658,Teresa,Gardner,6/19/46,Employee,98.00214,1,true,teresagardner,Fun!23
659,Brandon,Flores,4/3/73,Employee,154.06364,2,true,brandonflores,Fun!23
660,Anthony,Moore,10/16/17,Employee,209.73438,6,false,anthonymoore,Fun!23
661,Steven,Hartman,6/19/11,Employee,486.67395,3,true,stevenhartman,Fun!23
662,Derek,Macias,7/11/26,Employee,2706.0684,1,true,derekmacias,Fun!23
663,Christopher,Robinson,2/3/44,Employee,1046.1184,3,false,christopherrobinson,Fun!23
664,Scott,Dunn,9/18/76,Employee,4166.307,1,false,scottdunn,Fun!23
665,Lawrence,Henry,9/13/84,Employee,168.62094,2,false,lawrencehenry,Fun!23
666,Gabriel,Sanders,6/11/76,Employee,1291.3601,4,true,gabrielsanders,Fun!23
667,Lori,Hall,3/18/80,Employee,1555.1293,8,true,lorihall,Fun!23
668,Brittany,Richard,1/15/66,Employee,205.34961,6,false,brittanyrichard,Fun!23
669,Sarah,Jones,3/4/69,Employee,2172.0203,4,false,sarahjones,Fun!23
670,Nicholas,Jackson,3/3/16,Employee,1729.0691,1,true,nicholasjackson,Fun!23
671,Julia,Jones,8/4/66,Employee,635.6874,2,true,juliajones,Fun!23
672,Jennifer,Schultz,7/10/55,Employee,1617.2988,1,false,jenniferschultz,Fun!23
673,Ashley,Walker,7/10/79,Employee,2621.196,6,false,ashleywalker,Fun!23
674,Michael,Parrish,11/15/76,Employee,19.09906,6,true,michaelparrish,Fun!23
675,Alyssa,Poole,4/19/08,Employee,1305.5604,2,false,alyssapoole,Fun!23
676,William,Ortiz,10/18/15,Employee,50.409035,1,true,williamortiz,Fun!23
677,Jason,Clark,2/11/10,Employee,254.74014,4,true,jasonclark,Fun!23
678,Jason,Lee,12/13/79,Employee,1045.9814,6,true,jasonlee,Fun!23
679,Lisa,Miller,11/29/73,Employee,1154.1283,8,true,lisamiller,Fun!23
680,Tyrone,Johnston,7/11/06,Employee,48.141846,8,true,tyronejohnston,Fun!23
681,Linda,Rodriguez,6/7/94,Employee,488.3755,5,false,lindarodriguez,Fun!23
682,Kenneth,Davis,7/26/93,Employee,189.73688,2,false,kennethdavis,Fun!23
683,Sarah,Griffin,8/11/68,Employee,391.30835,3,true,sarahgriffin,Fun!23
684,Rebecca,Nguyen,8/11/49,Employee,21.404053,8,false,rebeccanguyen,Fun!23
685,Anna,Davis,10/19/40,Employee,839.9846,3,false,annadavis,Fun!23
686,Cynthia,Giles,9/9/23,Employee,78.21228,1,false,cynthiagiles,Fun!23
687,Mary,Gonzalez,11/2/83,Employee,1743.0613,2,false,marygonzalez,Fun!23
688,Ann,Miller,12/30/07,Employee,46.160034,6,true,annmiller,Fun!23
689,Jose,Farley,7/25/41,Employee,8909.352,2,true,josefarley,Fun!23
690,Carl,Foley,5/6/84,Employee,166.43762,4,true,carlfoley,Fun!23
691,Christine,Ellis,2/8/64,Employee,381.71588,4,false,christineellis,Fun!23
692,John,Blevins,10/25/13,Employee,295.93506,4,true,johnblevins,Fun!23
693,Travis,Burton,10/19/68,Employee,567.0841,1,false,travisburton,Fun!23
694,Timothy,Bernard,3/10/49,Employee,97.35115,4,true,timothybernard,Fun!23
695,Christina,Dodson,10/25/43,Employee,1645.9075,2,true,christinadodson,Fun!23
696,Andrew,Atkins,9/30/76,Employee,2.9977112,1,false,andrewatkins,Fun!23
697,Jeffrey,Best,3/8/15,Employee,675.36475,4,true,jeffreybest,Fun!23
698,Perry,Hill,11/22/84,Employee,268.0893,7,false,perryhill,Fun!23
699,Mary,Lee,1/30/87,Employee,966.2496,4,true,marylee,Fun!23
700,Julia,Young,6/28/28,Employee,1018.15656,2,false,juliayoung,Fun!23
701,John,Blair,3/1/85,Employee,233.74274,2,true,johnblair,Fun!23
702,John,Hill,5/22/82,Employee,338.69458,1,false,johnhill,Fun!23
703,Wesley,Williamson,5/17/91,Employee,542.67725,8,false,wesleywilliamson,Fun!23
704,Christopher,Davis,3/21/96,Employee,5646.682,2,false,christopherdavis,Fun!23
705,Leonard,King,9/16/19,Employee,469.32648,3,true,leonardking,Fun!23
706,Gary,Smith,2/23/63,Employee,25.608154,2,false,garysmith,Fun!23
707,Thomas,Sanders,4/21/46,Employee,485.79327,1,false,thomassanders,Fun!23
708,John,Davis,5/3/61,Employee,1059.6869,3,false,johndavis,Fun!23
709,Thomas,Hall,5/11/25,Employee,1627.1444,7,false,thomashall,Fun!23
710,Douglas,Hernandez,10/27/23,Employee,225.83911,6,false,douglashernandez,Fun!23
711,Miranda,Mason,6/25/51,Employee,241.69608,3,false,mirandamason,Fun!23
712,Teresa,Stewart,12/12/17,Employee,54.74353,6,true,teresastewart,Fun!23
713,Anthony,Adams,10/25/73,Employee,765.8319,6,false,anthonyadams,Fun!23
714,Timothy,Jones,4/21/57,Employee,83.31846,1,true,timothyjones,Fun!23
715,Jermaine,Dean,6/17/93,Employee,392.81104,1,false,jermainedean,Fun!23
716,Joshua,Banks,1/3/04,Employee,366.96228,8,false,joshuabanks,Fun!23
717,Daniel,Smith,7/31/31,Employee,174.0553,1,false,danielsmith,Fun!23
718,Victor,Harris,5/20/26,Employee,4441.507,6,true,victorharris,Fun!23
719,Phillip,Meyer,12/31/34,Employee,474.49335,3,true,phillipmeyer,Fun!23
720,Cody,Robles,12/1/02,Employee,150.47803,5,false,codyrobles,Fun!23
721,Carmen,Hays,1/23/85,Employee,1528.5991,6,false,carmenhays,Fun!23
722,Jorge,Haley,2/1/30,Employee,317.87326,5,false,jorgehaley,Fun!23
723,Sean,Hernandez,8/18/83,Employee,30.379944,4,true,seanhernandez,Fun!23
724,Kelly,Jordan,1/4/24,Employee,472.32202,8,true,kellyjordan,Fun!23
725,Joshua,Hickman,1/5/24,Employee,487.98752,4,false,joshuahickman,Fun!23
726,Jennifer,Guzman,6/13/02,Employee,1496.2914,3,true,jenniferguzman,Fun!23
727,Nathan,Thompson,7/17/47,Employee,205.33627,2,true,nathanthompson,Fun!23
728,William,Adkins,12/24/00,Employee,486.06882,1,false,williamadkins,Fun!23
729,Willie,Hobbs,3/7/08,Employee,953.7694,5,true,williehobbs,Fun!23
730,Holly,Cruz,7/4/15,Employee,320.31625,1,false,hollycruz,Fun!23
731,John,Jones,3/17/31,Employee,211.4674,5,true,johnjones,Fun!23
732,Allison,Weaver,10/26/90,Employee,5775.111,1,true,allisonweaver,Fun!23
733,Michael,Nunez,2/11/99,Employee,467.6749,1,false,michaelnunez,Fun!23
734,Douglas,Bryant,9/30/55,Employee,267.7871,1,false,douglasbryant,Fun!23
735,Christopher,Underwood,9/18/08,Employee,1736.2147,5,false,christopherunderwood,Fun!23
736,Kimberly,Roberts,10/11/01,Employee,1619.7883,3,true,kimberlyroberts,Fun!23
737,Michael,Cowan,6/28/98,Employee,523.6118,3,true,michaelcowan,Fun!23
738,Michael,Mccormick,12/25/25,Employee,542.6484,1,true,michaelmccormick,Fun!23
739,Jennifer,Bailey,11/5/77,Employee,52.424408,6,true,jenniferbailey,Fun!23
740,Jerry,Gamble,7/22/41,Employee,1786.0999,1,false,jerrygamble,Fun!23
741,Henry,Salazar,9/12/53,Employee,1420.2076,7,false,henrysalazar,Fun!23
742,Kevin,Boone,4/27/53,Employee,19.22818,1,false,kevinboone,Fun!23
743,Rodney,Mcneil,2/11/03,Employee,3447.8247,2,false,rodneymcneil,Fun!23
744,Angela,Carney,1/26/29,Employee,141.4363,2,false,angelacarney,Fun!23
745,Dennis,Smith,3/28/04,Employee,1250.8413,3,true,dennissmith,Fun!23
746,Jared,Scott,12/2/92,Employee,276.3086,1,true,jaredscott,Fun!23
747,Monica,Craig,8/31/16,Employee,24.970581,1,false,monicacraig,Fun!23
748,Sandy,Blackwell,6/28/41,Employee,7611.305,1,false,sandyblackwell,Fun!23
749,Brittney,Daniel,9/9/65,Employee,30.989532,4,true,brittneydaniel,Fun!23
750,Rebecca,Fisher,10/5/54,Employee,726.70013,3,false,rebeccafisher,Fun!23
751,Nicole,Hart,1/4/53,Employee,4409.9873,1,true,nicolehart,Fun!23
752,Howard,Davenport,1/5/13,Employee,122.6167,3,true,howarddavenport,Fun!23
753,Anita,Fletcher,2/25/26,Employee,380.74997,4,false,anitafletcher,Fun!23
754,Elizabeth,Torres,6/29/22,Employee,226.83194,7,true,elizabethtorres,Fun!23
755,Jeffrey,Rodriguez,11/30/56,Employee,3705.6265,7,true,jeffreyrodriguez,Fun!23
756,Megan,Smith,11/28/32,Employee,186.44336,5,false,megansmith,Fun!23
757,David,Summers,12/4/66,Employee,202.36703,2,true,davidsummers,Fun!23
758,Brian,Rojas,5/26/38,Employee,279.29626,3,false,brianrojas,Fun!23
759,Jennifer,Carr,7/1/50,Employee,935.2123,4,false,jennifercarr,Fun!23
760,Tiffany,Jones,11/28/87,Employee,11.801819,3,true,tiffanyjones,Fun!23
761,Catherine,Mann,3/12/37,Employee,109.494995,6,true,catherinemann,Fun!23
762,Sara,Fox,5/27/66,Employee,145.87631,1,true,sarafox,Fun!23
763,Jeremy,Foster,5/15/69,Employee,2644.284,1,true,jeremyfoster,Fun!23
764,Michael,Flores,3/23/99,Employee,262.4265,1,true,michaelflores,Fun!23
765,William,Rice,1/20/53,Employee,751.6758,3,false,williamrice,Fun!23
766,Rachel,Hart,1/6/34,Employee,341.13672,7,false,rachelhart,Fun!23
767,Richard,Sullivan,5/21/16,Employee,198.14331,5,false,richardsullivan,Fun!23
768,Jennifer,Evans,2/25/34,Employee,1028.922,4,true,jenniferevans,Fun!23
769,Brandy,Wilkerson,4/24/56,Employee,450.24774,5,true,brandywilkerson,Fun!23
770,Laurie,Mendoza,1/20/83,Employee,299.30267,3,true,lauriemendoza,Fun!23
771,Michelle,Ray,1/2/19,Employee,78.70099,3,true,michelleray,Fun!23
772,Alexis,Black,7/27/56,Employee,6684.712,2,true,alexisblack,Fun!23
773,Sean,Smith,12/3/98,Employee,323.7,4,true,seansmith,Fun!23
774,Elizabeth,Dominguez,11/11/88,Employee,5463.1724,6,true,elizabethdominguez,Fun!23
775,Lori,Johnson,10/21/61,Employee,2460.6406,3,false,lorijohnson,Fun!23
776,Bryan,Fields,1/23/72,Employee,121.05725,4,false,bryanfields,Fun!23
777,Michael,Thomas,9/8/16,Employee,2889.8647,5,true,michaelthomas,Fun!23
778,Craig,Brown,2/25/83,Employee,397.86328,2,false,craigbrown,Fun!23
779,Sabrina,Nguyen,5/24/37,Employee,438.36145,2,true,sabrinanguyen,Fun!23
780,Hayden,Mcdaniel,10/9/02,Employee,146.3664,1,true,haydenmcdaniel,Fun!23
781,Michelle,Rivera,11/20/34,Employee,2524.563,1,true,michellerivera,Fun!23
782,Alexandra,Simpson,5/3/97,Employee,71.06952,2,false,alexandrasimpson,Fun!23
783,Richard,Paul,11/22/40,Employee,16.638947,1,false,richardpaul,Fun!23
784,Keith,Christensen,8/20/96,Employee,457.1758,1,false,keithchristensen,Fun!23
785,Patrick,Bennett,5/4/69,Employee,284.73132,4,false,patrickbennett,Fun!23
786,Patricia,Mcdonald,11/9/62,Employee,903.98584,7,false,patriciamcdonald,Fun!23
787,Tracy,Fitzgerald,12/2/43,Employee,1028.6259,1,true,tracyfitzgerald,Fun!23
788,Kathy,Smith,1/9/66,Employee,687.7212,2,false,kathysmith,Fun!23
789,Teresa,Taylor,10/7/57,Employee,9.20047,5,false,teresataylor,Fun!23
790,Hector,Whitney,8/28/27,Employee,63.984375,6,true,hectorwhitney,Fun!23
791,Timothy,Johnson,2/28/64,Employee,189.43903,2,false,timothyjohnson,Fun!23
792,Alyssa,Kelly,3/13/48,Employee,811.98303,7,false,alyssakelly,Fun!23
793,Colleen,Hall,8/3/25,Employee,699.17236,5,true,colleenhall,Fun!23
794,Erin,Jones,6/15/42,Employee,4662.9814,3,false,erinjones,Fun!23
795,Mark,Stewart,12/8/58,Employee,1622.7633,2,true,markstewart,Fun!23
796,Debra,Raymond,6/22/71,Employee,309.76624,5,false,debraraymond,Fun!23
797,Erin,Mejia,5/1/04,Employee,201.60254,2,false,erinmejia,Fun!23
798,Micheal,Sanders,7/11/61,Employee,215.23248,2,false,michealsanders,Fun!23
799,Stephanie,Obrien,4/6/22,Employee,1978.145,7,true,stephanieobrien,Fun!23
800,Holly,Davidson,5/16/61,Employee,2608.654,5,false,hollydavidson,Fun!23
801,George,Ayala,12/28/95,Employee,9.160004,7,false,georgeayala,Fun!23
802,Michelle,Oliver,11/12/85,Employee,154.84326,1,true,michelleoliver,Fun!23
803,George,Proctor,3/25/49,Employee,67.83124,4,false,georgeproctor,Fun!23
804,Michelle,Griffin,1/13/00,Employee,2445.1946,8,true,michellegriffin,Fun!23
805,Michelle,Maynard,8/29/33,Employee,306.1916,2,false,michellemaynard,Fun!23
806,Elizabeth,Castillo,7/15/13,Employee,900.543,3,false,elizabethcastillo,Fun!23
807,Jonathan,Martinez,11/7/60,Employee,206.09912,7,true,jonathanmartinez,Fun!23
808,Tanya,Johnson,2/7/49,Employee,314.49365,8,true,tanyajohnson,Fun!23
809,Megan,Thompson,6/15/45,Employee,28.84671,2,false,meganthompson,Fun!23
810,Emily,Estes,2/14/20,Employee,526.74316,4,false,emilyestes,Fun!23
811,Melissa,Johnson,1/25/73,Employee,426.52692,8,false,melissajohnson,Fun!23
812,Casey,Navarro,9/26/27,Employee,81.90057,7,false,caseynavarro,Fun!23
813,Shawn,Lee,12/28/19,Employee,539.279,1,true,shawnlee,Fun!23
814,Brandi,Daniel,11/21/27,Employee,111.72119,2,false,brandidaniel,Fun!23
815,Jose,Smith,10/2/34,Employee,1990.1198,1,false,josesmith,Fun!23
816,Alicia,Moran,6/5/21,Employee,5342.6826,4,true,aliciamoran,Fun!23
817,Jennifer,Jones,3/20/53,Employee,236.7472,6,false,jenniferjones,Fun!23
818,Andrew,Norris,1/29/90,Employee,2109.2542,7,false,andrewnorris,Fun!23
819,Maria,Young,12/24/45,Employee,123.03668,1,true,mariayoung,Fun!23
820,Ann,Rogers,2/11/29,Employee,235.58435,7,false,annrogers,Fun!23
821,Felicia,Carlson,10/3/48,Employee,229.65723,3,true,feliciacarlson,Fun!23
822,Chad,Green,12/28/26,Employee,527.6428,8,false,chadgreen,Fun!23
823,Tanya,Turner,12/23/06,Employee,373.1006,1,true,tanyaturner,Fun!23
824,Joseph,Fritz,7/26/65,Employee,378.427,7,false,josephfritz,Fun!23
825,James,Simpson,5/17/51,Employee,433.58115,1,false,jamessimpson,Fun!23
826,Ernest,Bentley,3/24/77,Employee,639.3393,5,true,ernestbentley,Fun!23
827,Crystal,Hayes,8/1/01,Employee,102.07568,3,false,crystalhayes,Fun!23
828,Jessica,Lloyd,4/25/31,Employee,638.17834,3,true,jessicalloyd,Fun!23
829,Julie,Shaw,5/23/45,Employee,15.632141,2,true,julieshaw,Fun!23
830,Mark,Thompson,4/2/82,Employee,824.5772,1,false,markthompson,Fun!23
831,Michael,Prince,4/3/81,Employee,8676.029,2,true,michaelprince,Fun!23
832,Craig,Fleming,3/3/09,Employee,93.32263,3,true,craigfleming,Fun!23
833,Michael,Williamson,5/3/15,Employee,2478.5615,1,false,michaelwilliamson,Fun!23
834,Sarah,Stanton,1/6/26,Employee,439.69385,6,true,sarahstanton,Fun!23
835,Marcia,Snyder,4/29/93,Employee,702.2197,2,false,marciasnyder,Fun!23
836,Gary,Park,3/3/68,Employee,1104.5641,1,true,garypark,Fun!23
837,Cynthia,Ellis,6/22/31,Employee,1046.3562,4,false,cynthiaellis,Fun!23
838,Victoria,White,8/24/55,Employee,321.20972,5,true,victoriawhite,Fun!23
839,Juan,Brock,5/4/08,Employee,2680.3604,5,false,juanbrock,Fun!23
840,Sandra,Newton,1/19/84,Employee,348.61023,7,false,sandranewton,Fun!23
841,Victor,Anderson,9/29/82,Employee,1807.2637,5,false,victoranderson,Fun!23
842,Dana,Miller,2/27/13,Employee,905.1752,5,true,danamiller,Fun!23
843,Kevin,Tran,5/13/60,Employee,61.37329,2,false,kevintran,Fun!23
844,Linda,Miller,11/29/61,Employee,1060.4109,4,false,lindamiller,Fun!23
845,Jacob,Norton,5/1/63,Employee,450.844,7,true,jacobnorton,Fun!23
846,Joshua,Gomez,7/14/74,Employee,273.12192,7,true,joshuagomez,Fun!23
847,Robin,Wilson,7/7/56,Employee,63.215195,1,true,robinwilson,Fun!23
848,Amy,Parsons,1/23/87,Employee,356.78033,8,false,amyparsons,Fun!23
849,Philip,Holt,1/10/64,Employee,5726.9165,6,false,philipholt,Fun!23
850,Alison,Hicks,9/2/40,Employee,565.1515,3,true,alisonhicks,Fun!23
851,Alexander,Wilson,11/16/52,Employee,5243.408,4,true,alexanderwilson,Fun!23
852,Nicole,Lloyd,12/2/12,Employee,458.84567,1,false,nicolelloyd,Fun!23
853,Michael,Clarke,5/14/42,Employee,185.79465,1,true,michaelclarke,Fun!23
854,Nicholas,Smith,2/20/65,Employee,856.80743,3,false,nicholassmith,Fun!23
855,Laurie,Johnson,10/18/28,Employee,70.87302,8,true,lauriejohnson,Fun!23
856,George,Gilbert,12/21/76,Employee,3547.9993,5,true,georgegilbert,Fun!23
857,Kristine,Smith,3/12/58,Employee,222.73055,2,false,kristinesmith,Fun!23
858,Kevin,Harrison,2/6/16,Employee,459.57602,6,true,kevinharrison,Fun!23
859,Karl,Davis,1/9/69,Employee,31.720306,2,true,karldavis,Fun!23
860,Lisa,Peters,3/25/06,Employee,376.42584,2,false,lisapeters,Fun!23
861,Paul,Harmon,1/4/34,Employee,190.7334,4,true,paulharmon,Fun!23
862,Brandon,Miller,9/16/45,Employee,443.98816,7,false,brandonmiller,Fun!23
863,Mark,Gonzalez,2/11/56,Employee,2640.1924,7,true,markgonzalez,Fun!23
864,Christopher,Lucero,7/3/12,Employee,377.73102,3,true,christopherlucero,Fun!23
865,Sherry,Mora,4/18/41,Employee,2421.0913,3,false,sherrymora,Fun!23
866,Jody,Sanchez,8/11/57,Employee,168.60693,2,true,jodysanchez,Fun!23
867,Christian,Ellis,12/1/27,Employee,806.5609,6,true,christianellis,Fun!23
868,Sandra,Sutton,5/25/21,Employee,221.06409,8,true,sandrasutton,Fun!23
869,Kenneth,House,2/28/65,Employee,133.98434,8,false,kennethhouse,Fun!23
870,Wendy,Montoya,8/1/40,Employee,6.8060913,4,true,wendymontoya,Fun!23
871,Bryan,Wise,3/24/77,Employee,1706.089,2,true,bryanwise,Fun!23
872,Joseph,Robinson,1/31/83,Employee,94.85547,6,false,josephrobinson,Fun!23
873,Mindy,Ross,12/6/59,Employee,88.515564,1,true,mindyross,Fun!23
874,Sonia,Durham,9/12/79,Employee,748.4933,3,true,soniadurham,Fun!23
875,John,House,4/29/18,Employee,361.87946,3,false,johnhouse,Fun!23
876,Carolyn,Dunn,12/24/84,Employee,151.09143,2,true,carolyndunn,Fun!23
877,Curtis,Phillips,10/9/80,Employee,1028.904,6,true,curtisphillips,Fun!23
878,Kenneth,Boyd,9/16/12,Employee,450.53137,5,true,kennethboyd,Fun!23
879,Jennifer,Davidson,2/19/01,Employee,407.88135,3,true,jenniferdavidson,Fun!23
880,Brett,Higgins,5/22/04,Employee,35.766495,2,true,bretthiggins,Fun!23
881,Brett,Wallace,1/16/18,Employee,1.6438599,3,false,brettwallace,Fun!23
882,Tyrone,Alvarado,3/25/25,Employee,58.620728,7,false,tyronealvarado,Fun!23
883,Christina,Villanueva,6/16/02,Employee,331.00342,7,true,christinavillanueva,Fun!23
884,Mark,Washington,1/16/40,Employee,382.3326,3,true,markwashington,Fun!23
885,Emily,Cole,3/31/92,Employee,47.861633,3,false,emilycole,Fun!23
886,Kelly,Herring,1/12/81,Employee,601.6081,1,false,kellyherring,Fun!23
887,Joseph,Davis,12/28/13,Employee,736.8531,4,false,josephdavis,Fun!23
888,Stephanie,Williams,1/2/70,Employee,128.69016,3,false,stephaniewilliams,Fun!23
889,Jorge,Huerta,2/13/46,Employee,816.57806,1,true,jorgehuerta,Fun!23
890,Jesse,Dunn,6/21/96,Employee,1651.0652,2,true,jessedunn,Fun!23
891,Lauren,Coleman,1/25/95,Employee,1085.0417,7,true,laurencoleman,Fun!23
892,Jack,Morgan,5/9/84,Employee,238.195,7,true,jackmorgan,Fun!23
893,Matthew,Mason,11/12/35,Employee,2110.1077,2,true,matthewmason,Fun!23
894,Olivia,Richardson,9/24/47,Employee,27.462494,2,false,oliviarichardson,Fun!23
895,Justin,Hawkins,3/21/24,Employee,13.481506,1,true,justinhawkins,Fun!23
896,Amy,Morse,7/6/49,Employee,522.64,6,true,amymorse,Fun!23
897,Barbara,Love,4/9/02,Employee,1250.0925,4,false,barbaralove,Fun!23
898,David,Clark,9/9/48,Employee,8.620972,3,true,davidclark,Fun!23
899,Danielle,Chavez,10/18/98,Employee,4619.458,3,false,daniellechavez,Fun!23
900,Andre,Ramos,5/29/25,Employee,270.96155,2,false,andreramos,Fun!23
901,Emily,Chang,12/10/64,Employee,956.3589,2,true,emilychang,Fun!23
902,Penny,Mcdaniel,8/17/71,Employee,33.560608,2,false,pennymcdaniel,Fun!23
903,Christina,Carter,7/31/48,Employee,237.03278,3,false,christinacarter,Fun!23
904,Jennifer,Huang,9/16/28,Employee,950.3832,8,true,jenniferhuang,Fun!23
905,Melissa,Evans,7/4/41,Employee,19.900208,1,true,melissaevans,Fun!23
906,Rodney,Moss,6/9/80,Employee,797.0864,5,true,rodneymoss,Fun!23
907,Anthony,Kramer,6/28/34,Employee,155.60327,6,true,anthonykramer,Fun!23
908,Carlos,Irwin,7/3/40,Employee,168.33148,1,true,carlosirwin,Fun!23
909,Victoria,Ellis,10/21/11,Employee,3281.6257,6,false,victoriaellis,Fun!23
910,Kelly,Wilson,5/20/67,Employee,1205.3801,2,true,kellywilson,Fun!23
911,Brendan,Phillips,8/31/29,Employee,77.18872,2,false,brendanphillips,Fun!23
912,Deanna,Cummings,6/5/93,Employee,1062.5502,1,false,deannacummings,Fun!23
913,Christopher,Ortega,3/20/97,Employee,250.43109,3,true,christopherortega,Fun!23
914,Amanda,Johnson,5/5/83,Employee,255.74982,4,false,amandajohnson,Fun!23
915,April,Lopez,9/22/13,Employee,366.75113,2,true,aprillopez,Fun!23
916,James,Watson,1/27/65,Employee,188.68134,4,true,jameswatson,Fun!23
917,Kara,Summers,4/24/81,Employee,807.4069,1,true,karasummers,Fun!23
918,Lisa,Jackson,10/16/91,Employee,3242.4219,2,true,lisajackson,Fun!23
919,Steven,Miller,3/10/01,Employee,227.91162,3,false,stevenmiller,Fun!23
920,Donald,Villanueva,9/1/52,Employee,306.49615,3,false,donaldvillanueva,Fun!23
921,Gary,Mckenzie,9/3/16,Employee,1805.3799,4,false,garymckenzie,Fun!23
922,Gregory,Short,9/4/32,Employee,101.99603,8,true,gregoryshort,Fun!23
923,Dana,Park,9/8/77,Employee,556.10547,7,false,danapark,Fun!23
924,Matthew,Khan,11/3/59,Employee,3099.9436,5,false,matthewkhan,Fun!23
925,Erica,Burch,3/6/77,Employee,1247.6748,1,true,ericaburch,Fun!23
926,Dalton,Bryant,2/2/00,Employee,376.1875,1,true,daltonbryant,Fun!23
927,Ruth,Ponce,2/19/69,Employee,1551.1967,3,true,ruthponce,Fun!23
928,Mary,Grant,2/1/39,Employee,1184.3776,1,true,marygrant,Fun!23
929,Sarah,Taylor,2/2/54,Employee,68.05377,7,false,sarahtaylor,Fun!23
930,Jennifer,Schneider,4/6/91,Employee,80.8219,8,true,jenniferschneider,Fun!23
931,Tyler,Evans,9/12/01,Employee,418.23218,1,true,tylerevans,Fun!23
932,David,Hayes,5/26/90,Employee,3629.9817,4,false,davidhayes,Fun!23
933,Kimberly,Miller,11/24/30,Employee,3029.1592,1,false,kimberlymiller,Fun!23
934,Dennis,Cooper,9/26/93,Employee,865.5786,6,false,denniscooper,Fun!23
935,Phillip,Richardson,3/12/36,Employee,28.539368,7,true,philliprichardson,Fun!23
936,Sharon,Gillespie,4/10/69,Employee,81.13118,2,false,sharongillespie,Fun!23
937,Denise,Johnson,12/11/40,Employee,1931.1395,2,false,denisejohnson,Fun!23
938,Kylie,King,9/10/46,Employee,354.9373,1,false,kylieking,Fun!23
939,Carol,Elliott,3/8/44,Employee,129.47552,4,false,carolelliott,Fun!23
940,Elizabeth,Rodriguez,9/20/88,Employee,784.29126,1,false,elizabethrodriguez,Fun!23
941,Ana,Andrade,11/28/61,Employee,152.31396,7,false,anaandrade,Fun!23
942,Sharon,Castillo,5/14/91,Employee,4.0611267,3,false,sharoncastillo,Fun!23
943,Paul,Herman,10/27/03,Employee,160.51671,2,false,paulherman,Fun!23
944,Amber,Conley,12/7/05,Employee,925.50964,3,false,amberconley,Fun!23
945,Suzanne,Kennedy,7/4/58,Employee,2530.3862,1,false,suzannekennedy,Fun!23
946,Brett,Mathis,5/7/41,Employee,1952.298,1,true,brettmathis,Fun!23
947,Ashley,Frye,2/21/37,Employee,270.4723,8,false,ashleyfrye,Fun!23
948,Ronald,Martinez,1/12/99,Employee,410.53882,3,false,ronaldmartinez,Fun!23
949,Daniel,Summers,3/8/29,Employee,7040.7554,2,true,danielsummers,Fun!23
950,Robert,Wang,4/20/48,Employee,547.6948,2,true,robertwang,Fun!23
951,Katherine,Mcdonald,6/22/03,Employee,1230.6943,5,true,katherinemcdonald,Fun!23
952,Mitchell,Gross,12/26/41,Employee,1231.6311,2,true,mitchellgross,Fun!23
953,Darrell,Jones,9/4/65,Employee,4350.8066,2,false,darrelljones,Fun!23
954,Jennifer,Hernandez,12/24/88,Employee,2165.8188,4,true,jenniferhernandez,Fun!23
955,Amy,Hall,7/21/65,Employee,339.40747,7,false,amyhall,Fun!23
956,Ryan,Washington,11/29/60,Employee,24.168274,3,true,ryanwashington,Fun!23
957,Robert,Flores,7/29/88,Employee,371.74228,7,false,robertflores,Fun!23
958,Becky,Simpson,2/24/94,Employee,34.842606,1,false,beckysimpson,Fun!23
959,Alexandra,Cook,9/19/55,Employee,304.6494,8,false,alexandracook,Fun!23
960,Miranda,Walker,12/26/96,Employee,296.72095,8,false,mirandawalker,Fun!23
961,Ashley,Morales,7/29/53,Employee,35.110306,3,true,ashleymorales,Fun!23
962,Vincent,Harrison,7/14/33,Employee,38.131287,8,false,vincentharrison,Fun!23
963,Christopher,Berry,6/29/13,Employee,2865.6328,1,false,christopherberry,Fun!23
